id,kind,runtime_path,source_path,methods,actor_boundary,guard_or_trigger,side_effect_class,truth_status,proof_tier,notes
ROUTE-116,OPERATOR_OR_TEST_ENTRYPOINT,n/a,scripts/check-route-security.mjs,CLI,local operator/CI,explicit command,inspection or validation; still not executed,SKIPPED_SAFETY,C,Presence and source role mapped; execution pass state NOT_PROVEN.
ROUTE-117,OPERATOR_OR_TEST_ENTRYPOINT,n/a,scripts/check-tenant-isolation.mjs,CLI,local operator/CI,explicit command,inspection or validation; still not executed,SKIPPED_SAFETY,C,Presence and source role mapped; execution pass state NOT_PROVEN.
ROUTE-118,OPERATOR_OR_TEST_ENTRYPOINT,n/a,scripts/create-supabase-logical-backup.mjs,CLI,local operator/CI,explicit command,potential writes/network; not executed,SKIPPED_SAFETY,C,Presence and source role mapped; execution pass state NOT_PROVEN.
ROUTE-119,OPERATOR_OR_TEST_ENTRYPOINT,n/a,scripts/job-observability.md,CLI,local operator/CI,explicit command,inspection or validation; still not executed,SKIPPED_SAFETY,C,Presence and source role mapped; execution pass state NOT_PROVEN.
ROUTE-120,OPERATOR_OR_TEST_ENTRYPOINT,n/a,scripts/load-test.mjs,CLI,local operator/CI,explicit command,potential writes/network; not executed,SKIPPED_SAFETY,C,Presence and source role mapped; execution pass state NOT_PROVEN.
ROUTE-121,OPERATOR_OR_TEST_ENTRYPOINT,n/a,scripts/meta-launch-idempotency-test.md,CLI,local operator/CI,explicit command,inspection or validation; still not executed,SKIPPED_SAFETY,C,Presence and source role mapped; execution pass state NOT_PROVEN.
ROUTE-122,OPERATOR_OR_TEST_ENTRYPOINT,n/a,scripts/outbound-copy/print-copy-os-checklist.mjs,CLI,local operator/CI,explicit command,inspection or validation; still not executed,SKIPPED_SAFETY,C,Presence and source role mapped; execution pass state NOT_PROVEN.
ROUTE-123,OPERATOR_OR_TEST_ENTRYPOINT,n/a,scripts/print-launch-validation-plan.mjs,CLI,local operator/CI,explicit command,inspection or validation; still not executed,SKIPPED_SAFETY,C,Presence and source role mapped; execution pass state NOT_PROVEN.
ROUTE-124,OPERATOR_OR_TEST_ENTRYPOINT,n/a,scripts/regress-media-buyer-integration.mjs,CLI,local operator/CI,explicit command,inspection or validation; still not executed,SKIPPED_SAFETY,C,Presence and source role mapped; execution pass state NOT_PROVEN.
ROUTE-125,OPERATOR_OR_TEST_ENTRYPOINT,n/a,scripts/repair-campaign-345-launch-state.mjs,CLI,local operator/CI,explicit command,potential writes/network; not executed,SKIPPED_SAFETY,C,Presence and source role mapped; execution pass state NOT_PROVEN.
ROUTE-126,OPERATOR_OR_TEST_ENTRYPOINT,n/a,scripts/repair-lead-notification-status-drift.mjs,CLI,local operator/CI,explicit command,potential writes/network; not executed,SKIPPED_SAFETY,C,Presence and source role mapped; execution pass state NOT_PROVEN.
ROUTE-127,OPERATOR_OR_TEST_ENTRYPOINT,n/a,scripts/resolve-known-operator-debt.mjs,CLI,local operator/CI,explicit command,potential writes/network; not executed,SKIPPED_SAFETY,C,Presence and source role mapped; execution pass state NOT_PROVEN.
ROUTE-128,OPERATOR_OR_TEST_ENTRYPOINT,n/a,scripts/revenue-command/run-evals.mjs,CLI,local operator/CI,explicit command,inspection or validation; still not executed,SKIPPED_SAFETY,C,Presence and source role mapped; execution pass state NOT_PROVEN.
ROUTE-129,OPERATOR_OR_TEST_ENTRYPOINT,n/a,scripts/run-marketing-studio-worker.mjs,CLI,local operator/CI,explicit command,potential writes/network; not executed,SKIPPED_SAFETY,C,Presence and source role mapped; execution pass state NOT_PROVEN.
ROUTE-130,OPERATOR_OR_TEST_ENTRYPOINT,n/a,scripts/run-rls-fixture-smoke.mjs,CLI,local operator/CI,explicit command,potential writes/network; not executed,SKIPPED_SAFETY,C,Presence and source role mapped; execution pass state NOT_PROVEN.
ROUTE-131,OPERATOR_OR_TEST_ENTRYPOINT,n/a,scripts/sales-copilot/run-evals.mjs,CLI,local operator/CI,explicit command,inspection or validation; still not executed,SKIPPED_SAFETY,C,Presence and source role mapped; execution pass state NOT_PROVEN.
ROUTE-132,OPERATOR_OR_TEST_ENTRYPOINT,n/a,scripts/sales-copilot/test-imports.mjs,CLI,local operator/CI,explicit command,inspection or validation; still not executed,SKIPPED_SAFETY,C,Presence and source role mapped; execution pass state NOT_PROVEN.
ROUTE-133,OPERATOR_OR_TEST_ENTRYPOINT,n/a,scripts/schema-deployment-checklist.md,CLI,local operator/CI,explicit command,inspection or validation; still not executed,SKIPPED_SAFETY,C,Presence and source role mapped; execution pass state NOT_PROVEN.
ROUTE-134,OPERATOR_OR_TEST_ENTRYPOINT,n/a,scripts/setup-click-to-scale-ghl.mjs,CLI,local operator/CI,explicit command,potential writes/network; not executed,SKIPPED_SAFETY,C,Presence and source role mapped; execution pass state NOT_PROVEN.
ROUTE-135,OPERATOR_OR_TEST_ENTRYPOINT,n/a,scripts/smoke-test-checklist.md,CLI,local operator/CI,explicit command,potential writes/network; not executed,SKIPPED_SAFETY,C,Presence and source role mapped; execution pass state NOT_PROVEN.
ROUTE-136,OPERATOR_OR_TEST_ENTRYPOINT,n/a,scripts/smoke-test-system.md,CLI,local operator/CI,explicit command,potential writes/network; not executed,SKIPPED_SAFETY,C,Presence and source role mapped; execution pass state NOT_PROVEN.
ROUTE-137,OPERATOR_OR_TEST_ENTRYPOINT,n/a,scripts/smoke-test.mjs,CLI,local operator/CI,explicit command,potential writes/network; not executed,SKIPPED_SAFETY,C,Presence and source role mapped; execution pass state NOT_PROVEN.
ROUTE-138,OPERATOR_OR_TEST_ENTRYPOINT,n/a,scripts/sync-meta-tracking-readiness.mjs,CLI,local operator/CI,explicit command,potential writes/network; not executed,SKIPPED_SAFETY,C,Presence and source role mapped; execution pass state NOT_PROVEN.
ROUTE-139,OPERATOR_OR_TEST_ENTRYPOINT,n/a,scripts/tenant-isolation-smoke.md,CLI,local operator/CI,explicit command,potential writes/network; not executed,SKIPPED_SAFETY,C,Presence and source role mapped; execution pass state NOT_PROVEN.
ROUTE-140,OPERATOR_OR_TEST_ENTRYPOINT,n/a,scripts/test-activation-telemetry.mjs,CLI,local operator/CI,explicit command,inspection or validation; still not executed,SKIPPED_SAFETY,C,Presence and source role mapped; execution pass state NOT_PROVEN.
ROUTE-141,OPERATOR_OR_TEST_ENTRYPOINT,n/a,scripts/test-billing-recovery.mjs,CLI,local operator/CI,explicit command,inspection or validation; still not executed,SKIPPED_SAFETY,C,Presence and source role mapped; execution pass state NOT_PROVEN.
ROUTE-142,OPERATOR_OR_TEST_ENTRYPOINT,n/a,scripts/test-campaign-345-state-repair.mjs,CLI,local operator/CI,explicit command,potential writes/network; not executed,SKIPPED_SAFETY,C,Presence and source role mapped; execution pass state NOT_PROVEN.
ROUTE-143,OPERATOR_OR_TEST_ENTRYPOINT,n/a,scripts/test-campaign-value-report.mjs,CLI,local operator/CI,explicit command,inspection or validation; still not executed,SKIPPED_SAFETY,C,Presence and source role mapped; execution pass state NOT_PROVEN.
ROUTE-144,OPERATOR_OR_TEST_ENTRYPOINT,n/a,scripts/test-click-to-scale-ghl.mjs,CLI,local operator/CI,explicit command,inspection or validation; still not executed,SKIPPED_SAFETY,C,Presence and source role mapped; execution pass state NOT_PROVEN.
ROUTE-145,OPERATOR_OR_TEST_ENTRYPOINT,n/a,scripts/test-client-error-telemetry.mjs,CLI,local operator/CI,explicit command,inspection or validation; still not executed,SKIPPED_SAFETY,C,Presence and source role mapped; execution pass state NOT_PROVEN.
ROUTE-146,OPERATOR_OR_TEST_ENTRYPOINT,n/a,scripts/test-creative-chat-intake.mjs,CLI,local operator/CI,explicit command,inspection or validation; still not executed,SKIPPED_SAFETY,C,Presence and source role mapped; execution pass state NOT_PROVEN.
ROUTE-147,OPERATOR_OR_TEST_ENTRYPOINT,n/a,scripts/test-creative-media-readiness.mjs,CLI,local operator/CI,explicit command,inspection or validation; still not executed,SKIPPED_SAFETY,C,Presence and source role mapped; execution pass state NOT_PROVEN.
ROUTE-148,OPERATOR_OR_TEST_ENTRYPOINT,n/a,scripts/test-customer-success-layer.mjs,CLI,local operator/CI,explicit command,inspection or validation; still not executed,SKIPPED_SAFETY,C,Presence and source role mapped; execution pass state NOT_PROVEN.
ROUTE-149,OPERATOR_OR_TEST_ENTRYPOINT,n/a,scripts/test-direct-response-funnels.mjs,CLI,local operator/CI,explicit command,inspection or validation; still not executed,SKIPPED_SAFETY,C,Presence and source role mapped; execution pass state NOT_PROVEN.
ROUTE-150,OPERATOR_OR_TEST_ENTRYPOINT,n/a,scripts/test-higgsfield-provider-selection.mjs,CLI,local operator/CI,explicit command,inspection or validation; still not executed,SKIPPED_SAFETY,C,Presence and source role mapped; execution pass state NOT_PROVEN.
ROUTE-151,OPERATOR_OR_TEST_ENTRYPOINT,n/a,scripts/test-internal-sms-notifications.mjs,CLI,local operator/CI,explicit command,inspection or validation; still not executed,SKIPPED_SAFETY,C,Presence and source role mapped; execution pass state NOT_PROVEN.
ROUTE-152,OPERATOR_OR_TEST_ENTRYPOINT,n/a,scripts/test-launch-budget-tracking-safety.mjs,CLI,local operator/CI,explicit command,inspection or validation; still not executed,SKIPPED_SAFETY,C,Presence and source role mapped; execution pass state NOT_PROVEN.
ROUTE-153,OPERATOR_OR_TEST_ENTRYPOINT,n/a,scripts/test-lead-notification-status-normalization.mjs,CLI,local operator/CI,explicit command,inspection or validation; still not executed,SKIPPED_SAFETY,C,Presence and source role mapped; execution pass state NOT_PROVEN.
ROUTE-154,OPERATOR_OR_TEST_ENTRYPOINT,n/a,scripts/test-manual-creative-upload-validation.mjs,CLI,local operator/CI,explicit command,inspection or validation; still not executed,SKIPPED_SAFETY,C,Presence and source role mapped; execution pass state NOT_PROVEN.
ROUTE-155,OPERATOR_OR_TEST_ENTRYPOINT,n/a,scripts/test-marketing-studio-worker.mjs,CLI,local operator/CI,explicit command,potential writes/network; not executed,SKIPPED_SAFETY,C,Presence and source role mapped; execution pass state NOT_PROVEN.
ROUTE-156,OPERATOR_OR_TEST_ENTRYPOINT,n/a,scripts/test-media-buyer-framework.mjs,CLI,local operator/CI,explicit command,inspection or validation; still not executed,SKIPPED_SAFETY,C,Presence and source role mapped; execution pass state NOT_PROVEN.
ROUTE-157,OPERATOR_OR_TEST_ENTRYPOINT,n/a,scripts/test-media-buying-upgrades.mjs,CLI,local operator/CI,explicit command,inspection or validation; still not executed,SKIPPED_SAFETY,C,Presence and source role mapped; execution pass state NOT_PROVEN.
ROUTE-158,OPERATOR_OR_TEST_ENTRYPOINT,n/a,scripts/test-meta-app-state-drift.mjs,CLI,local operator/CI,explicit command,inspection or validation; still not executed,SKIPPED_SAFETY,C,Presence and source role mapped; execution pass state NOT_PROVEN.
ROUTE-159,OPERATOR_OR_TEST_ENTRYPOINT,n/a,scripts/test-offer-normalization.mjs,CLI,local operator/CI,explicit command,inspection or validation; still not executed,SKIPPED_SAFETY,C,Presence and source role mapped; execution pass state NOT_PROVEN.
ROUTE-160,OPERATOR_OR_TEST_ENTRYPOINT,n/a,scripts/test-provider-cost-watch.mjs,CLI,local operator/CI,explicit command,inspection or validation; still not executed,SKIPPED_SAFETY,C,Presence and source role mapped; execution pass state NOT_PROVEN.
ROUTE-161,OPERATOR_OR_TEST_ENTRYPOINT,n/a,scripts/test-provider-usage-idempotency-scope.mjs,CLI,local operator/CI,explicit command,inspection or validation; still not executed,SKIPPED_SAFETY,C,Presence and source role mapped; execution pass state NOT_PROVEN.
ROUTE-162,OPERATOR_OR_TEST_ENTRYPOINT,n/a,scripts/test-public-funnel-thank-you.mjs,CLI,local operator/CI,explicit command,inspection or validation; still not executed,SKIPPED_SAFETY,C,Presence and source role mapped; execution pass state NOT_PROVEN.
ROUTE-163,OPERATOR_OR_TEST_ENTRYPOINT,n/a,scripts/test-public-self-serve-acceptance-guards.mjs,CLI,local operator/CI,explicit command,inspection or validation; still not executed,SKIPPED_SAFETY,C,Presence and source role mapped; execution pass state NOT_PROVEN.
ROUTE-164,OPERATOR_OR_TEST_ENTRYPOINT,n/a,scripts/test-static-ad-templates.mjs,CLI,local operator/CI,explicit command,inspection or validation; still not executed,SKIPPED_SAFETY,C,Presence and source role mapped; execution pass state NOT_PROVEN.
ROUTE-165,OPERATOR_OR_TEST_ENTRYPOINT,n/a,scripts/test-static-creative-image-qa.mjs,CLI,local operator/CI,explicit command,inspection or validation; still not executed,SKIPPED_SAFETY,C,Presence and source role mapped; execution pass state NOT_PROVEN.
ROUTE-166,OPERATOR_OR_TEST_ENTRYPOINT,n/a,scripts/test-static-creative-storage-normalization.mjs,CLI,local operator/CI,explicit command,inspection or validation; still not executed,SKIPPED_SAFETY,C,Presence and source role mapped; execution pass state NOT_PROVEN.
ROUTE-167,OPERATOR_OR_TEST_ENTRYPOINT,n/a,scripts/test-stripe-price-guard.mjs,CLI,local operator/CI,explicit command,inspection or validation; still not executed,SKIPPED_SAFETY,C,Presence and source role mapped; execution pass state NOT_PROVEN.
ROUTE-168,OPERATOR_OR_TEST_ENTRYPOINT,n/a,scripts/test-subscription-lifecycle.mjs,CLI,local operator/CI,explicit command,inspection or validation; still not executed,SKIPPED_SAFETY,C,Presence and source role mapped; execution pass state NOT_PROVEN.
ROUTE-169,OPERATOR_OR_TEST_ENTRYPOINT,n/a,scripts/test-support-freshdesk.mjs,CLI,local operator/CI,explicit command,inspection or validation; still not executed,SKIPPED_SAFETY,C,Presence and source role mapped; execution pass state NOT_PROVEN.
ROUTE-170,OPERATOR_OR_TEST_ENTRYPOINT,n/a,scripts/test-video-generation-safety.mjs,CLI,local operator/CI,explicit command,inspection or validation; still not executed,SKIPPED_SAFETY,C,Presence and source role mapped; execution pass state NOT_PROVEN.
ROUTE-171,OPERATOR_OR_TEST_ENTRYPOINT,n/a,scripts/validate-campaign-plan-document.mjs,CLI,local operator/CI,explicit command,inspection or validation; still not executed,SKIPPED_SAFETY,C,Presence and source role mapped; execution pass state NOT_PROVEN.
ROUTE-172,MIDDLEWARE,global matcher,src/proxy.ts,request interception,all matched requests,Next.js proxy matcher,"redirects, headers, cookies/context",CONFIRMED,C,Security matcher and header behavior inspected.
ROUTE-173,CRON,/api/internal/system-jobs,vercel.json,GET every minute,Vercel cron/internal secret,cron schedule plus bearer authorization,claims and executes queued work,CONFIRMED,C,Deployment config and handler mapped; live scheduler execution NOT_PROVEN.
