ledger_key,id,object_type,original_claim,canonical_status,root_cause_invariant,affected_surface_files_data,owner_requirement,implementation_disposition,failing_before_evidence,changed_files_commits,tests,negative_failure_path_proof,integrated_proof,residual_risk,final_status
"ENTRYPOINT:ROUTE-093","ROUTE-093","ENTRYPOINT","API_ROUTE /api/integrations/meta/callback","SOURCE_PRESENT","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","src/app/api/integrations/meta/callback/route.ts","","PRESERVE_AND_ROUTE_TEST","File content mapped; no mutating endpoint invoked by this audit.","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","read or contextual mutation; source/build/static route proof does not substitute for blocked authenticated/database/provider runtime proof.","BLOCKED_BY_EXTERNAL_AUTHORITY"
"ENTRYPOINT:ROUTE-094","ROUTE-094","ENTRYPOINT","API_ROUTE /api/integrations/meta/connect","SOURCE_PRESENT","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","src/app/api/integrations/meta/connect/route.ts","","PRESERVE_AND_ROUTE_TEST","File content mapped; no mutating endpoint invoked by this audit.","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","read or contextual mutation; source/build/static route proof does not substitute for blocked authenticated/database/provider runtime proof.","BLOCKED_BY_EXTERNAL_AUTHORITY"
"ENTRYPOINT:ROUTE-095","ROUTE-095","ENTRYPOINT","API_ROUTE /api/integrations/meta/selections","SOURCE_PRESENT","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","src/app/api/integrations/meta/selections/route.ts","","PRESERVE_AND_ROUTE_TEST","File content mapped; no mutating endpoint invoked by this audit.","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","read or contextual mutation; source/build/static route proof does not substitute for blocked authenticated/database/provider runtime proof.","BLOCKED_BY_EXTERNAL_AUTHORITY"
"ENTRYPOINT:ROUTE-096","ROUTE-096","ENTRYPOINT","API_ROUTE /api/integrations/meta/status","SOURCE_PRESENT","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","src/app/api/integrations/meta/status/route.ts","","PRESERVE_AND_ROUTE_TEST","File content mapped; no mutating endpoint invoked by this audit.","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","read or contextual mutation; source/build/static route proof does not substitute for blocked authenticated/database/provider runtime proof.","BLOCKED_BY_EXTERNAL_AUTHORITY"
"ENTRYPOINT:ROUTE-097","ROUTE-097","ENTRYPOINT","API_ROUTE /api/integrations/meta/sync","SOURCE_PRESENT","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","src/app/api/integrations/meta/sync/route.ts","","PRESERVE_AND_ROUTE_TEST","File content mapped; no mutating endpoint invoked by this audit.","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","potential external or data mutation; source/build/static route proof does not substitute for blocked authenticated/database/provider runtime proof.","BLOCKED_BY_EXTERNAL_AUTHORITY"
"ENTRYPOINT:ROUTE-098","ROUTE-098","ENTRYPOINT","API_ROUTE /api/internal/qa-auth-session","SOURCE_PRESENT","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","src/app/api/internal/qa-auth-session/route.ts","","PRESERVE_AND_ROUTE_TEST","File content mapped; no mutating endpoint invoked by this audit.","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","read or contextual mutation; source/build/static route proof does not substitute for blocked authenticated/database/provider runtime proof.","BLOCKED_BY_EXTERNAL_AUTHORITY"
"ENTRYPOINT:ROUTE-099","ROUTE-099","ENTRYPOINT","API_ROUTE /api/internal/stripe-test-proof","SOURCE_PRESENT","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","src/app/api/internal/stripe-test-proof/route.ts","","PRESERVE_AND_ROUTE_TEST","File content mapped; no mutating endpoint invoked by this audit.","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","read or contextual mutation; source/build/static route proof does not substitute for blocked authenticated/database/provider runtime proof.","BLOCKED_BY_EXTERNAL_AUTHORITY"
"ENTRYPOINT:ROUTE-100","ROUTE-100","ENTRYPOINT","API_ROUTE /api/internal/system-jobs","SOURCE_PRESENT","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","src/app/api/internal/system-jobs/route.ts","","PRESERVE_AND_ROUTE_TEST","File content mapped; no mutating endpoint invoked by this audit.","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","read or contextual mutation; source/build/static route proof does not substitute for blocked authenticated/database/provider runtime proof.","BLOCKED_BY_EXTERNAL_AUTHORITY"
"ENTRYPOINT:ROUTE-101","ROUTE-101","ENTRYPOINT","API_ROUTE /api/lead-capture","SOURCE_PRESENT","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","src/app/api/lead-capture/route.ts","","PRESERVE_AND_ROUTE_TEST","File content mapped; no mutating endpoint invoked by this audit.","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","potential external or data mutation; source/build/static route proof does not substitute for blocked authenticated/database/provider runtime proof.","BLOCKED_BY_EXTERNAL_AUTHORITY"
"ENTRYPOINT:ROUTE-102","ROUTE-102","ENTRYPOINT","API_ROUTE /api/meta/data-deletion","SOURCE_PRESENT","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","src/app/api/meta/data-deletion/route.ts","","PRESERVE_AND_ROUTE_TEST","File content mapped; no mutating endpoint invoked by this audit.","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","read or contextual mutation; source/build/static route proof does not substitute for blocked authenticated/database/provider runtime proof.","BLOCKED_BY_EXTERNAL_AUTHORITY"
"ENTRYPOINT:ROUTE-103","ROUTE-103","ENTRYPOINT","API_ROUTE /api/onboarding/plan","SOURCE_PRESENT","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","src/app/api/onboarding/plan/route.ts","","PRESERVE_AND_ROUTE_TEST","File content mapped; no mutating endpoint invoked by this audit.","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","read or contextual mutation; source/build/static route proof does not substitute for blocked authenticated/database/provider runtime proof.","BLOCKED_BY_EXTERNAL_AUTHORITY"
"ENTRYPOINT:ROUTE-104","ROUTE-104","ENTRYPOINT","API_ROUTE /api/sales-copilot/analyze","STALE_NONCANONICAL_SOURCE","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","src/app/api/sales-copilot/analyze/route.ts","","CLOSE_AS_STALE","File content mapped; no mutating endpoint invoked by this audit.","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","read or contextual mutation","STALE_OR_SUPERSEDED_WITH_EVIDENCE"
"ENTRYPOINT:ROUTE-105","ROUTE-105","ENTRYPOINT","API_ROUTE /api/sms/twilio","SOURCE_PRESENT","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","src/app/api/sms/twilio/route.ts","","PRESERVE_AND_ROUTE_TEST","File content mapped; no mutating endpoint invoked by this audit.","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","read or contextual mutation; source/build/static route proof does not substitute for blocked authenticated/database/provider runtime proof.","BLOCKED_BY_EXTERNAL_AUTHORITY"
"ENTRYPOINT:ROUTE-106","ROUTE-106","ENTRYPOINT","API_ROUTE /api/stripe/webhook","SOURCE_PRESENT","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","src/app/api/stripe/webhook/route.ts","","PRESERVE_AND_ROUTE_TEST","File content mapped; no mutating endpoint invoked by this audit.","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","potential external or data mutation; source/build/static route proof does not substitute for blocked authenticated/database/provider runtime proof.","BLOCKED_BY_EXTERNAL_AUTHORITY"
"ENTRYPOINT:ROUTE-107","ROUTE-107","ENTRYPOINT","API_ROUTE /api/support/ticket","STALE_NONCANONICAL_SOURCE","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","src/app/api/support/ticket/route.ts","","CLOSE_AS_STALE","File content mapped; no mutating endpoint invoked by this audit.","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","potential external or data mutation","STALE_OR_SUPERSEDED_WITH_EVIDENCE"
"ENTRYPOINT:ROUTE-108","ROUTE-108","ENTRYPOINT","API_ROUTE /api/system-jobs/:id/stream","SOURCE_PRESENT","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","src/app/api/system-jobs/[id]/stream/route.ts","","PRESERVE_AND_ROUTE_TEST","File content mapped; no mutating endpoint invoked by this audit.","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","read or contextual mutation; source/build/static route proof does not substitute for blocked authenticated/database/provider runtime proof.","BLOCKED_BY_EXTERNAL_AUTHORITY"
"ENTRYPOINT:ROUTE-109","ROUTE-109","ENTRYPOINT","API_ROUTE /api/system-jobs","SOURCE_PRESENT","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","src/app/api/system-jobs/route.ts","","PRESERVE_AND_ROUTE_TEST","File content mapped; no mutating endpoint invoked by this audit.","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","read or contextual mutation; source/build/static route proof does not substitute for blocked authenticated/database/provider runtime proof.","BLOCKED_BY_EXTERNAL_AUTHORITY"
"ENTRYPOINT:ROUTE-110","ROUTE-110","ENTRYPOINT","API_ROUTE /api/webhooks/twilio/status","SOURCE_PRESENT","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","src/app/api/webhooks/twilio/status/route.ts","","PRESERVE_AND_ROUTE_TEST","File content mapped; no mutating endpoint invoked by this audit.","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","potential external or data mutation; source/build/static route proof does not substitute for blocked authenticated/database/provider runtime proof.","BLOCKED_BY_EXTERNAL_AUTHORITY"
"ENTRYPOINT:ROUTE-111","ROUTE-111","ENTRYPOINT","OPERATOR_OR_TEST_ENTRYPOINT n/a","STALE_NONCANONICAL_SOURCE","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","scripts/audit-static-creative-storage-backfill.mjs","","CLOSE_AS_STALE","Presence and source role mapped; execution pass state NOT_PROVEN.","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","inspection or validation; still not executed","STALE_OR_SUPERSEDED_WITH_EVIDENCE"
"ENTRYPOINT:ROUTE-112","ROUTE-112","ENTRYPOINT","OPERATOR_OR_TEST_ENTRYPOINT n/a","SOURCE_PRESENT","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","scripts/check-campaign-plan-write-paths.mjs","","PRESERVE_AND_ROUTE_TEST","Presence and source role mapped; execution pass state NOT_PROVEN.","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","inspection or validation; still not executed; source/build/static route proof does not substitute for blocked authenticated/database/provider runtime proof.","BLOCKED_BY_EXTERNAL_AUTHORITY"
"ENTRYPOINT:ROUTE-113","ROUTE-113","ENTRYPOINT","OPERATOR_OR_TEST_ENTRYPOINT n/a","SOURCE_PRESENT","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","scripts/check-operator-debt.mjs","","PRESERVE_AND_ROUTE_TEST","Presence and source role mapped; execution pass state NOT_PROVEN.","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","inspection or validation; still not executed; source/build/static route proof does not substitute for blocked authenticated/database/provider runtime proof.","BLOCKED_BY_EXTERNAL_AUTHORITY"
"ENTRYPOINT:ROUTE-114","ROUTE-114","ENTRYPOINT","OPERATOR_OR_TEST_ENTRYPOINT n/a","SOURCE_PRESENT","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","scripts/check-required-schema.mjs","","PRESERVE_AND_ROUTE_TEST","Presence and source role mapped; execution pass state NOT_PROVEN.","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","inspection or validation; still not executed; source/build/static route proof does not substitute for blocked authenticated/database/provider runtime proof.","BLOCKED_BY_EXTERNAL_AUTHORITY"
"ENTRYPOINT:ROUTE-115","ROUTE-115","ENTRYPOINT","OPERATOR_OR_TEST_ENTRYPOINT n/a","SOURCE_PRESENT","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","scripts/check-rls-cross-tenant.mjs","","PRESERVE_AND_ROUTE_TEST","Presence and source role mapped; execution pass state NOT_PROVEN.","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","inspection or validation; still not executed; source/build/static route proof does not substitute for blocked authenticated/database/provider runtime proof.","BLOCKED_BY_EXTERNAL_AUTHORITY"
"ENTRYPOINT:ROUTE-116","ROUTE-116","ENTRYPOINT","OPERATOR_OR_TEST_ENTRYPOINT n/a","SOURCE_PRESENT","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","scripts/check-route-security.mjs","","PRESERVE_AND_ROUTE_TEST","Presence and source role mapped; execution pass state NOT_PROVEN.","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","inspection or validation; still not executed; source/build/static route proof does not substitute for blocked authenticated/database/provider runtime proof.","BLOCKED_BY_EXTERNAL_AUTHORITY"
"ENTRYPOINT:ROUTE-117","ROUTE-117","ENTRYPOINT","OPERATOR_OR_TEST_ENTRYPOINT n/a","SOURCE_PRESENT","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","scripts/check-tenant-isolation.mjs","","PRESERVE_AND_ROUTE_TEST","Presence and source role mapped; execution pass state NOT_PROVEN.","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","inspection or validation; still not executed; source/build/static route proof does not substitute for blocked authenticated/database/provider runtime proof.","BLOCKED_BY_EXTERNAL_AUTHORITY"
"ENTRYPOINT:ROUTE-118","ROUTE-118","ENTRYPOINT","OPERATOR_OR_TEST_ENTRYPOINT n/a","STALE_NONCANONICAL_SOURCE","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","scripts/create-supabase-logical-backup.mjs","","CLOSE_AS_STALE","Presence and source role mapped; execution pass state NOT_PROVEN.","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","potential writes/network; not executed","STALE_OR_SUPERSEDED_WITH_EVIDENCE"
"ENTRYPOINT:ROUTE-119","ROUTE-119","ENTRYPOINT","OPERATOR_OR_TEST_ENTRYPOINT n/a","SOURCE_PRESENT","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","scripts/job-observability.md","","PRESERVE_AND_ROUTE_TEST","Presence and source role mapped; execution pass state NOT_PROVEN.","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","inspection or validation; still not executed; source/build/static route proof does not substitute for blocked authenticated/database/provider runtime proof.","BLOCKED_BY_EXTERNAL_AUTHORITY"
"ENTRYPOINT:ROUTE-120","ROUTE-120","ENTRYPOINT","OPERATOR_OR_TEST_ENTRYPOINT n/a","SOURCE_PRESENT","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","scripts/load-test.mjs","","PRESERVE_AND_ROUTE_TEST","Presence and source role mapped; execution pass state NOT_PROVEN.","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","potential writes/network; not executed; source/build/static route proof does not substitute for blocked authenticated/database/provider runtime proof.","BLOCKED_BY_EXTERNAL_AUTHORITY"
"ENTRYPOINT:ROUTE-121","ROUTE-121","ENTRYPOINT","OPERATOR_OR_TEST_ENTRYPOINT n/a","SOURCE_PRESENT","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","scripts/meta-launch-idempotency-test.md","","PRESERVE_AND_ROUTE_TEST","Presence and source role mapped; execution pass state NOT_PROVEN.","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","inspection or validation; still not executed; source/build/static route proof does not substitute for blocked authenticated/database/provider runtime proof.","BLOCKED_BY_EXTERNAL_AUTHORITY"
"ENTRYPOINT:ROUTE-122","ROUTE-122","ENTRYPOINT","OPERATOR_OR_TEST_ENTRYPOINT n/a","STALE_NONCANONICAL_SOURCE","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","scripts/outbound-copy/print-copy-os-checklist.mjs","","CLOSE_AS_STALE","Presence and source role mapped; execution pass state NOT_PROVEN.","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","inspection or validation; still not executed","STALE_OR_SUPERSEDED_WITH_EVIDENCE"
"ENTRYPOINT:ROUTE-123","ROUTE-123","ENTRYPOINT","OPERATOR_OR_TEST_ENTRYPOINT n/a","STALE_NONCANONICAL_SOURCE","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","scripts/print-launch-validation-plan.mjs","","CLOSE_AS_STALE","Presence and source role mapped; execution pass state NOT_PROVEN.","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","inspection or validation; still not executed","STALE_OR_SUPERSEDED_WITH_EVIDENCE"
"ENTRYPOINT:ROUTE-124","ROUTE-124","ENTRYPOINT","OPERATOR_OR_TEST_ENTRYPOINT n/a","SOURCE_PRESENT","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","scripts/regress-media-buyer-integration.mjs","","PRESERVE_AND_ROUTE_TEST","Presence and source role mapped; execution pass state NOT_PROVEN.","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","inspection or validation; still not executed; source/build/static route proof does not substitute for blocked authenticated/database/provider runtime proof.","BLOCKED_BY_EXTERNAL_AUTHORITY"
"ENTRYPOINT:ROUTE-125","ROUTE-125","ENTRYPOINT","OPERATOR_OR_TEST_ENTRYPOINT n/a","STALE_NONCANONICAL_SOURCE","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","scripts/repair-campaign-345-launch-state.mjs","","CLOSE_AS_STALE","Presence and source role mapped; execution pass state NOT_PROVEN.","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","potential writes/network; not executed","STALE_OR_SUPERSEDED_WITH_EVIDENCE"
"ENTRYPOINT:ROUTE-126","ROUTE-126","ENTRYPOINT","OPERATOR_OR_TEST_ENTRYPOINT n/a","STALE_NONCANONICAL_SOURCE","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","scripts/repair-lead-notification-status-drift.mjs","","CLOSE_AS_STALE","Presence and source role mapped; execution pass state NOT_PROVEN.","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","potential writes/network; not executed","STALE_OR_SUPERSEDED_WITH_EVIDENCE"
"ENTRYPOINT:ROUTE-127","ROUTE-127","ENTRYPOINT","OPERATOR_OR_TEST_ENTRYPOINT n/a","SOURCE_PRESENT","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","scripts/resolve-known-operator-debt.mjs","","PRESERVE_AND_ROUTE_TEST","Presence and source role mapped; execution pass state NOT_PROVEN.","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","potential writes/network; not executed; source/build/static route proof does not substitute for blocked authenticated/database/provider runtime proof.","BLOCKED_BY_EXTERNAL_AUTHORITY"
"ENTRYPOINT:ROUTE-128","ROUTE-128","ENTRYPOINT","OPERATOR_OR_TEST_ENTRYPOINT n/a","STALE_NONCANONICAL_SOURCE","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","scripts/revenue-command/run-evals.mjs","","CLOSE_AS_STALE","Presence and source role mapped; execution pass state NOT_PROVEN.","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","inspection or validation; still not executed","STALE_OR_SUPERSEDED_WITH_EVIDENCE"
"ENTRYPOINT:ROUTE-129","ROUTE-129","ENTRYPOINT","OPERATOR_OR_TEST_ENTRYPOINT n/a","STALE_NONCANONICAL_SOURCE","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","scripts/run-marketing-studio-worker.mjs","","CLOSE_AS_STALE","Presence and source role mapped; execution pass state NOT_PROVEN.","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","potential writes/network; not executed","STALE_OR_SUPERSEDED_WITH_EVIDENCE"
"ENTRYPOINT:ROUTE-130","ROUTE-130","ENTRYPOINT","OPERATOR_OR_TEST_ENTRYPOINT n/a","SOURCE_PRESENT","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","scripts/run-rls-fixture-smoke.mjs","","PRESERVE_AND_ROUTE_TEST","Presence and source role mapped; execution pass state NOT_PROVEN.","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","potential writes/network; not executed; source/build/static route proof does not substitute for blocked authenticated/database/provider runtime proof.","BLOCKED_BY_EXTERNAL_AUTHORITY"
"ENTRYPOINT:ROUTE-131","ROUTE-131","ENTRYPOINT","OPERATOR_OR_TEST_ENTRYPOINT n/a","STALE_NONCANONICAL_SOURCE","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","scripts/sales-copilot/run-evals.mjs","","CLOSE_AS_STALE","Presence and source role mapped; execution pass state NOT_PROVEN.","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","inspection or validation; still not executed","STALE_OR_SUPERSEDED_WITH_EVIDENCE"
"ENTRYPOINT:ROUTE-132","ROUTE-132","ENTRYPOINT","OPERATOR_OR_TEST_ENTRYPOINT n/a","STALE_NONCANONICAL_SOURCE","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","scripts/sales-copilot/test-imports.mjs","","CLOSE_AS_STALE","Presence and source role mapped; execution pass state NOT_PROVEN.","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","inspection or validation; still not executed","STALE_OR_SUPERSEDED_WITH_EVIDENCE"
